abacangzhu 阿坝藏猪
xianrenzhangkanazaoniao 仙人掌卡纳灶鸟
xianrenzhangnv 仙人掌女
xianrenzhangshangyuchuqing 仙人掌上雨初晴
xianrenzhangyingge 仙人掌鹦哥
xianrenzhuangjiedao 仙人庄街道
xianretongliang 显热通量
xianri 限日
xianrong 宪容
xianrongmei 纤溶酶
xianrou 献肉
xianroubao 鲜肉包
xianroubaozi 鲜肉包子
xianrouchaoshou 鲜肉抄手
xianroumaoerduo 鲜肉猫耳朵
xianrousier 咸肉丝儿
xianroutangtuan 鲜肉汤团
xianrouxianggushaomai 鲜肉香菇烧麦
xianrouxiaolong 鲜肉小笼
xianrouyuebing 鲜肉月饼
xianrouzhacaiyuebing 鲜肉榨菜月饼
xianrouzhenghuntun 鲜肉蒸馄饨
xianrouzongzi 鲜肉粽子
xianru 险入 先入 鲜乳
xianruan 先软
xianruanjianyuan 西安软件园
xianruchongwei 陷入重围
xianrujiangju 陷入僵局
xianrujuejing 陷入绝境
xianrukunjing 陷入困境
xianruxianchuduilie 先入先出队列
xianruzheweizhu 先入者为主
xianruzhijian 先入之见
xiansan 先散 仙三
xiansanzhong 县三中
xiansanzi 咸馓子
xiansao 先扫 冼嫂 嫌嫂
xianse 现色
xianseji 显色剂
xianseranliao 显色染料
xiansexibaoai 嫌色细胞癌
xiansexing 显色性
xiansezhishu 显色指数
xiansha 羡煞 先杀 现杀
xianshai 线筛 先晒
xianshan 衔山 先删 险山 显山 线衫
xianshancun 仙山村
xianshang 限上 闲上 县上 先上
xianshanglai 先上来
xianshangqu 先上去
xianshangxiaotaozhi 先上小桃枝
xianshangzuoye 线上作业
xianshanhuaigu 岘山怀古
xianshanjiedao 弦山街道
xianshanlouge 仙山楼阁
xianshanlushui 显山露水
xianshanqiongge 仙山琼阁
xianshao 先少 先烧 嫌少 冼少
xianshaobai 咸烧白
xianshatianhai 衔沙填海
xianshe 先射 现设
xiansheng 献牲 弦声 现剩
xianshengbuzhihexurenye 先生不知何许人也
xianshengduoren 先声夺人
xianshenghousheng 先圣后圣
xianshenghoushi 先声后实
xianshengjiyiyin 贤圣既已饮
xianshengmuxupan 先生苜蓿盘
xianshenguiti 贤身贵体
xianshengxianshi 先圣先师
xianshengyaoye 先声药业
xianshengzhanglvwushi 先生杖履无事
xianshengzhou 显生宙
xianshenjingshen 献身精神
xianshenkonglao 闲身空老
xianshenlingyu 陷身囹圄
xianshenshuofa 现身说法
xianshenyangming 显身扬名
xianshenyegui 闲神野鬼
xianshenzhe 献身者
xianshi 仙石 显式 涎石 先试 显失 险事 现是
xianshibanjileisizhuangzhi 显示板及类似装置
xianshibiaoqianliebiao 显示标签列表
xianshibing 涎石病
xianshibuquan 显示不全
xianshibushaoxiang 闲时不烧香
xianshicun 仙石村
xianshicunzai 现实存在
xianshidai 现时代
xianshidasha 先施大厦
xianshidishizhongxue 西安市第十中学
xianshidiyizhongxue 西安市第一中学
xianshidouzheng 现实斗争
xianshifangshi 显示方式
xianshigan 现实感
xianshigeshi 显示格式
xianshiguan 显示管
xianshihanghao 显示行号
xianshihoude 先事后得
xianshihuguanweihui 贤士湖管委会
xianshijiekoushixian 显式接口实现
xianshilianai 限时恋爱
xianshilv 先事虑
xianshilvshi 先事虑事
xianshimoshi 显示模式
xianshipai 显示牌
xianshipi 限时批
xianshiqijian 显示器件
xianshiqingkuang 现实情况
xianshiqizhijia 显示器支架
xianshiqu 县市区
xianshishebei 显示设备
xianshishenghuo 现实生活
xianshishujutongdao 显示数据通道
xianshisuanfa 显示算法
xianshisuanzi 显式算子
xianshitianhai 衔石填海
xianshitupian 显示图片
xianshitushuguan 西安市图书馆
xianshituxiang 显示图像
xianshiwenjian 显示文件
xianshixianbao 现世现报
xianshixianfei 闲是闲非
xianshixiaotubiao 显示小图标
xianshixiuguan 闲事休管
xianshixiujiu 仙石秀久
xianshixuanqu 显示选区
xianshiyanshi 显示延时
xianshiyi 显示仪
xianshiyibiaojiluyi 显示仪表记录仪
xianshiyincang 显示隐藏
xianshiyirurenganpi 先时已入人肝脾
xianshiyiyi 现实意义
xianshiyoulaijingli 闲时又来镜里
xianshiyouyixun 先师有遗训
xianshizhang 县市长
xianshizhengfu 西安市政府 县市政府
xianshizhongduan 显示终端
xianshizhongwen 显示中文
xianshizhuanhuan 显式转换 显示转换
xianshizhuansong 限时专送
xianshizhuomian 显示桌面
xianshizhuyizhe 现实主义者
xianshizuoxiamangshiyong 闲时做下忙时用
xianshou 限收 现手 现售 限售 显瘦 先收 先守
xianshougu 限售股
xianshouhougong 先守后攻
xianshoulishangxuduanmifang 仙授理伤续断秘方
xianshouqi 限售期 先手棋
xianshoutaopifafuwu 线手套批发服务
xianshouxianfuzhi 现收现付制
xianshu 县属 线束
xianshua 先刷 先耍
xianshuai 先衰
xianshuan 现涮
xianshui 仙水 先睡 限水
xianshuigu 咸水沽
xianshuiguzhenjianguodajie 咸水沽镇建国大街
xianshuiguzhentiyuchanglu 咸水沽镇体育场路
xianshuinichang 县水泥厂
xianshuixiaoguachong 咸水小瓜虫
xianshuiyu 咸水鱼
xianshun 先顺
xianshuo 先说
xianshuoduanhoubuluan 先说断后不乱
xianshuzuzunniubao 鲜蔬足尊牛堡
xiansi 纤丝 先嘶
xiansong 献颂 先送 现送
xiansu 县苏 线速
xiansuan 先算 嫌酸
xiansuankula 咸酸苦辣
xiansuanzazhonghao 咸酸杂众好
xiansui 先碎 先随
xiansuifachunxi 献岁发春兮
xiansuiruze 咸遂濡泽
xiansuling 限塑令
xiansun 鲜笋
xiansuo 冼所 先锁
xiansuoerchashu 线索二叉树
xiansuohua 线索化
xiansuoxibao 线索细胞
xiantai 西安泰 冼太
xiantaibaxiang 仙台坝乡
xiantaichujianwuchenglou 仙台初见五城楼
xiantaigeli 宪台格例
xiantajie 仙塔街
xiantan 先谈
xiantang 仙塘 咸塘 咸汤 鲜汤 咸糖
xiantangnongchang 仙塘农场
xiantangshequ 仙塘社区
xiantangxiang 羡塘乡
xiantanmolunrenfei 闲谈莫论人非
xiantao 先逃 先套
xiantaocun 仙桃村
xiantaozhengfahua 仙桃正发花
xianti 先提 显体 先替 现提
xiantian 先填
xiantianbaocan 咸甜薄餐
xiantiancun 咸田村
xiantiandisheng 先天地生
xiantiandongdi 掀天动地
xiantianhou 先甜后
xiantianjiedi 掀天揭地
xiantianlilun 先天理论
xiantianmeidu 先天梅毒
xiantianpudi 掀天扑地
xiantianshuxing 先天属性
xiantianxiazhiyoueryou 先天下之忧而忧
xiantianxingbaineizhang 先天性白内障
xiantianxingbingutuowei 先天性髌骨脱位
xiantianxingchuizhijugu 先天性垂直距骨
xiantianxingdaixiequexian 先天性代谢缺陷
xiantianxingdongmailiu 先天性动脉瘤
xiantianxingduomaozheng 先天性多毛症
xiantianxingerlong 先天性耳聋
xiantianxingerqianlouguan 先天性耳前瘘管
xiantianxingfeidongjingmailou 先天性肺动静脉瘘
xiantianxingfeidongmaixiazhai 先天性肺动脉狭窄
xiantianxingfeifayubuquan 先天性肺发育不全
xiantianxingfeinangzhong 先天性肺囊肿
xiantianxingfengzhenzonghezheng 先天性风疹综合征 先天性风疹综合症
xiantianxinggannangzhong 先天性肝囊肿
xiantianxinggeshan 先天性膈疝
xiantianxinghoubikongbisuo 先天性后鼻孔闭锁
xiantianxinghouchuanming 先天性喉喘鸣
xiantianxinghoupu 先天性喉蹼
xiantianxingjianneifan 先天性睑内翻
xiantianxingjibing 先天性疾病 先天性肌病
xiantianxingjingzhuangtituowei 先天性晶状体脱位
xiantianxingjiqiangzhi 先天性肌强直
xiantianxingjujiechang 先天性巨结肠
xiantianxingkuanguanjietuowei 先天性髋关节脱位
xiantianxingkuanneifan 先天性髋内翻
xiantianxingkuantuowei 先天性髋脱位
xiantianxingloudouxiong 先天性漏斗胸
xiantianxingmatineifanzu 先天性马蹄内翻足
xiantianxingmeidu 先天性梅毒
xiantianxingnaojishui 先天性脑积水
xiantianxingnaoxueguanjixing 先天性脑血管畸形
xiantianxingqingguangyan 先天性青光眼
xiantianxingquexian 先天性缺陷
xiantianxingqueya 先天性缺牙
xiantianxingruoshi 先天性弱视
xiantianxingsezhi 先天性色痣
xiantianxingshennangzhong 先天性肾囊肿
xiantianxingshiguanbisuo 先天性食管闭锁
xiantianxingshiguanxiazhai 先天性食管狭窄
xiantianxingtufa 先天性秃发
xiantianxingtuofa 先天性脱发
xiantianxingwuhongmo 先天性无虹膜
xiantianxingxiejing 先天性斜颈
xiantianxingxinzangbing 先天性心脏病
xiantianxingyanqiuzhenchan 先天性眼球震颤
xiantianxingyindaobisuo 先天性阴道闭锁
xiantianxingyuxing 先天性愚型
xiantianxingzhongliu 先天性肿瘤
xiantianxingzhudongmaisuozhai 先天性主动脉缩窄
xiantianxingzujixing 先天性足畸形
xiantianzhijing 先天之精
xiantiaomei 线条美
xiantiaotu 线条图
xiantie 限帖 先贴
xiantifeida 腺体肥大
xianting 限听 闲听 限停
xiantingxinbu 闲庭信步
xiantisuxing 纤体塑形
xiantong 贤同
xiantongbeilu 咸通北路
xiantonglu 咸通路
xiantongnanlu 咸通南路
xiantongxing 限同性
xiantou 先投 先偷 限投
xiantu 险途 弦图 先图 贤徒 仙途
xiantuan 县团
xiantuanji 县团级
xiantuhouyang 先土后洋
xiantui 先退
xiantun 先吞
xiantuo 先托 现托
xianuan 夏暖
xianuo 侠诺
xianuofugeluode 下诺夫哥罗德
xianuomandi 下诺曼底
xianwa 掀瓦
xianwai 线外 县外 舷外 先外
xianwaiyouyin 弦外有音
xianwaizhixiang 弦外之响
xianwaizhiyin 弦外之音
xianwan 现玩 限玩
xianwang 先汪 先亡 鲜网 献王 宪王 限网
xianwangxingfengbianji 纤网型缝编机
xianwangyouburenrenzhixin 先王有不忍人之心
xianwangzhidaosiweimei 先王之道斯为美
xianwangzhiquluye 先王之蘧庐也
xianwangzhuangcun 贤王庄村
xianwanhui 先玩会
xianwei 限位 现为
xianweiban 县委办
xianweibanjiyaji 纤维板挤压机
xianweibankuai 纤维斑块
xianweibibitou 纤维笔笔头
xianweibizhuanyongmoshui 纤维笔专用墨水
xianweicailiao 纤维材料
xianweicaozuo 显微操作
xianweichanyou 显微阐幽
xianweidabaoji 纤维打包机
xianweidanbai 纤维蛋白
xianweidanbaiyuan 纤维蛋白原
xianweidaxia 鲜味大虾
xianweidianshishebei 显微电视设备
xianweiduanqiejizu 纤维短切机组
xianweifangzhishenglan 纤维纺制绳缆
xianweifangzhixianshengsuolan 纤维纺制线绳索缆
xianweigongye 纤维工业
xianweiguangxue 纤维光学
xianweihelongqi 显微合拢器
xianweihoujingjiancha 纤维喉镜检查
xianweihua 纤维化
xianweihuan 纤维环
xianweihui 县委会
xianweihuishouji 纤维回收机
xianweijianyan 纤维检验
xianweijiegou 纤维结构
xianweijiepou 显微解剖
xianweijingboli 显微镜玻璃
xianweijishu 显微技术
xianweilianjiedanbai 纤维连接蛋白
xianweiliubing 纤维瘤病
xianweinaiyoutang 咸味奶油糖
xianweiqi 限位器
xianweiqieduanji 纤维切断机
xianweirenzhi 鲜为人知
xianweirouliu 纤维肉瘤
xianweiruangu 纤维软骨
xianweisheying 显微摄影
xianweisheyingshu 显微摄影术
xianweishuji 县委书记
xianweisuxianwei 纤维素纤维
xianweisuyanshengwu 纤维素衍生物
xianweitianchongguolvqi 纤维填充过滤器
xianweitouyingyi 显微投影仪
xianweiwaike 显微外科
xianweiwaikejishu 显微外科技术
xianweiwaikeshoushuqixie 显微外科手术器械
xianweiwaikeshu 显微外科术
xianweiwaikeyongdaozao 显微外科用刀凿
xianweiwaikeyongjian 显微外科用剪
xianweiwaikeyongniejia 显微外科用镊夹
xianweiwaikeyongqian 显微外科用钳
xianweiwaikeyongzhengou 显微外科用针钩
xianweixiangshu 衔尾相属
xianweixiangsui 衔尾相随
xianweixianliu 纤维腺瘤
xianweixing 纤维性
xianweixingguyan 纤维性骨炎
xianweizengqiangguisuangaiban 纤维增强硅酸钙板
xianweizengqiangshuinizhipin 纤维增强水泥制品
xianweizengqiangsuliaobancai 纤维增强塑料板材
xianweizengqiangsuliaocaochi 纤维增强塑料槽池
xianweizengqiangsuliaochuang 纤维增强塑料窗
xianweizengqiangsuliaodenggan 纤维增强塑料灯杆
xianweizengqiangsuliaodiaoding 纤维增强塑料吊顶
xianweizengqiangsuliaofengji 纤维增强塑料风机
xianweizengqiangsuliaogezha 纤维增强塑料格栅
xianweizengqiangsuliaohuapen 纤维增强塑料花盆
xianweizengqiangsuliaomen 纤维增强塑料门
xianweizengqiangsuliaoshuixiang 纤维增强塑料水箱
xianweizengqiangsuliaotaqi 纤维增强塑料塔器
xianweizengqiangsuliaoxingcai 纤维增强塑料型材
xianweizengqiangsuliaoyugang 纤维增强塑料浴缸
xianweizengqiangsuliaozhipin 纤维增强塑料制品
xianweizengqiangsuliaozhuguan 纤维增强塑料贮罐
xianweizhipin 纤维制品
xianweizhirong 先为之容
xianweizhuang 纤维状
xianweizhuichiqianyu 纤尾锥齿潜鱼
xianweizhuruniao 线尾侏儒鸟
xianweizhushe 显微注射
xianweizufen 显微组分
xianweizuzhi 纤维组织
xianwen 先问 线纹 鲜闻 现问
xianwendawendianman 线纹大吻电鳗
xianwendi 献文帝
xianwendishisi 宪问第十四
xianwenduanweixiaohailong 线纹短尾小海龙
xianwenlixueyuan 西安文理学院
xianwo 陷窝
xianwosi 现我司
xianwozhuobian 先我着鞭
xianwu 线五 现无
xianwudengsan 咸五登三
xianwuju 线务局
xianwumijin 仙坞迷津
xianwutanpan 限武谈判
xianwuyiyebaitouweng 掀舞一叶白头翁
xianwuzhe 先吾着
xianwuzhiji 先务之急
xianwuzhubian 先吾著鞭
xianxi 仙西 咸熙 先吸 闲系 先洗
xianxia 鲜虾 仙下 先下 闲下 陷下 鲜暇
xianxiabadoumiao 鲜虾扒豆苗
xianxiafupijuan 鲜虾腐皮卷
xianxiaheyefan 鲜虾荷叶饭
xianxiajiao 咸下角
xianxiajidanjuan 鲜虾鸡蛋卷
xianxialai 闲下来
xianxialu 仙霞路
xianxiamixianchifan 先下米先吃饭
xianxian 现现 涎腺 咸咸
xianxianchitangfeiyu 纤纤池塘飞雨
xianxianchusushou 纤纤出素手
xianxianci 先贤祠
xianxiang 先想 县乡 现向
xianxiangguan 显像管
xianxiangguancaisedianshiji 显像管彩色电视机
xianxiangguanchazuo 显像管插座
xianxiangguanpeijian 显像管配件
xianxianghuansheng 险象环生
xianxiangji 显像剂
xianxiangjie 现象界
xianxiangzhen 县乡镇
xianxiangzhenqiye 县乡镇企业
xianxiangzhenqiyeju 县乡镇企业局
xianxianling 闲闲令
xianxianlingde 显显令德
xianxianruozhi 纤纤弱质
xianxianshengshuotaohuayuan 先贤盛说桃花源
xianxiansushourushuangxue 纤纤素手如霜雪
xianxianyanyishengshengsi 弦弦掩抑声声思
xianxianyushou 纤纤玉手
xianxianzhuosushou 纤纤擢素手
xianxianzuoxibu 纤纤作细步
xianxiao 鲜销 先笑 现销 先小
xianxiaodong 闲小洞
xianxiaogengwuding 县小更无丁
xianxiaohouhao 先笑后号
xianxiaohutong 先晓胡同
xianxiaorenhou 先小人后
xianxiaorenhoujunzi 先小人后君子
xianxiashou 先下手
xianxiashouweiqiang 先下手为强
xianxiawushi 闲暇无事
xianxiaxilu 仙霞西路
xianxiaxincun 仙霞新村
xianxiazhezhisuohaoye 闲暇者之所好也
xianxibiju 纤悉必具
xianxibugou 纤悉不苟
xianxibuyi 纤悉不遗
xianxicuisi 闲系翠丝
xianxie 先谢 先泄 先卸 先写 先歇
xianxiecuncheng 闲邪存诚
xianxieer 险些儿
xianxin 馅心
xianxinbing 先心病
xianxing 限行 限性
xianxinganjian 现行案件
xianxingbianhuan 线性变换
xianxingbuju 线性布局
xianxingcaijue 先行裁决
xianxingchazhao 线性查找
xianxingchazhi 线性插值
xianxingcixu 线性次序
xianxingcunkuanbaoxianzhidu 显性存款保险制度
xianxingdaishu 线性代数
xianxingdongtaiguihua 线性动态规划
xianxingdongwu 线形动物
xianxingdongwumen 线形动物门
xianxingfaling 现行法令
xianxingfangchengzu 线性方程组
xianxingfangeming 现行反革命
xianxingfangemingfan 现行反革命犯
xianxingfenlei 线性分类
xianxingfenleiqi 线性分类器
xianxingganran 显性感染
xianxingguanxi 线性关系
xianxingguihua 线性规划
xianxingguolv 线性过滤
xianxinghouwen 先行后闻
xianxinghua 显性化 线性化
xianxinghuigui 线性回归
xianxingji 线性基 现形记
xianxingjianbian 线性渐变
xianxingjiance 线性检测
xianxingjiedao 先行街道
xianxingjiegou 线性结构
xianxingjuzhijumi 线性聚脂聚醚
xianxinglianbiao 线性链表
xianxinglvbo 线性滤波
xianxingmo 陷型模
xianxingmoxing 线性模型
xianxingpaixu 线性排序
xianxingpanbiefenxi 线性判别分析
xianxingpangguangyan 腺性膀胱炎
xianxingpanjue 先行判决
xianxingsaomiao 线性扫描
xianxingshai 线性筛
xianxingshaifa 线性筛法
xianxingshijianpaixu 线性时间排序
xianxingshizhen 线性失真
xianxingsousuo 线性搜索
xianxingtancha 线性探查
xianxingtongyufangcheng 线性同余方程
xianxingxing 线性型
xianxingxitong 线性系统
xianxingyangming 显姓扬名
xianxingyibu 先行一步
xianxingyizhuan 显性遗传
xianxingyucebianma 线性预测编码
xianxingzhengzhongxin 县行政中心
xianxingzuhe 线性组合
xianxingzuzhi 线性组织
xianxiong 冼兄
xianxiu 先修
xianxiushou 闲袖手
xianxixingyun 嫌隰行云
xianxu 先序
xianxuan 先选
xianxuanhao 先选好
xianxubianli 先序遍历
xianxue 现学 先学
xianxueche 献血车
xianxuefa 献血法
xianxuehou 先学后
xianxuejie 县学街
xianxuexianjiao 现学现教
xianxuexianmai 现学现卖
xianxun 先训 现训 先熏
xianxunjiuzongji 闲寻旧踪迹
xianya 县衙
xianyafa 限压阀
xianyalaolin 险崖老林
xianyan 仙颜 仙岩 腺炎 先演 先言
xianyanchangyu 闲言长语
xianyanchi 线延迟
xianyang 限养 仙阳 先扬
xianyangbeilu 咸阳北路
xianyangcha 纤扬茶
xianyangchang 县羊场
xianyangcun 仙阳村
xianyangfangzhijixiechang 咸阳纺织机械厂
xianyanggudaoyinchenjue 咸阳古道音尘绝
xianyangjichang 咸阳机场
xianyanglu 咸阳路
xianyangnangxingai 腺样囊性癌
xianyangqian 现洋钱
xianyangshifan 咸阳师范
xianyangshizhongtanhuangquan 咸阳市中叹黄犬
xianyangsongkelvhuigu 咸阳送客屡回顾
xianyangti 腺样体
xianyangtifeida 腺样体肥大
xianyangyouxiaduoshaonian 咸阳游侠多少年
xianyangzasui 鲜羊杂碎
xianyangzhongxue 咸阳中学
xianyanlengyu 闲言冷语
xianyanluanyu 闲言乱语
xianyanlunzhe 先验论者
xianyanwangxing 先言往行
xianyanxianshi 闲言闲事
xianyanxianyu 闲言闲语 涎言涎语
xianyanyiqigao 咸言意气高
xianyanzhuiyu 闲言赘语
xianyao 现要 闲邀
xianyaochuchu 纤腰楚楚
xianyaorenwu 显要人物
xianyaoweizhi 显要位置
xianyaozhuniurou 鲜瑶柱牛肉
xianyapifafuwu 鲜鸭批发服务
xianyashaohuangdou 咸鸭烧黄豆
xianyazasui 鲜鸭杂碎
xianye 嫌夜 线业 腺叶 闲叶 涎液
xianyeqiongjiang 仙液琼浆
xianyi 现已 咸宜 现以 闲倚 仙衣 闲意
xianyibanxiuchuang 闲一半绣床
xianyibian 闲倚遍
xianyichaming 现已查明
xianyichengyan 先意承颜
xianyichengzhi 先意承旨 先意承志 先意承指
xianyihaoshi 鲜衣好食
xianyihounan 先易后难
xianyihui 县议会
xianyijindaifeng 仙衣尽带风
xianyijunguan 现役军官
xianyijunren 现役军人
xianyiliangma 鲜衣良马
xianyilujing 闲依露井
xianyin 限印 先印 闲引
xianyincheng 仙隐城
xianying 献映 先应
xianyinghoushu 先赢后输
xianyingji 显影机
xianyingqumaozei 先应去蟊贼
xianyingxiang 显影像
xianyingye 显影液
xianyingzhong 先应种
xianyingzhongliu 先应种柳
xianyinjiu 闲饮酒
xianyinongpu 闲依农圃
xianyinongpulin 闲依农圃邻
xianyinyuanyangxiangjingli 闲引鸳鸯香径里
xianyiqi 掀衣起
xianyitaixishengya 闲意态细生涯
xianyixing 限异性
xianyixiongfu 鲜衣凶服
xianyiyizhiteng 闲倚一枝藤
xianyiyuan 县医院 县议员
xianyizhe 嫌疑者
xianyizhong 县一中
xianyizhuang 闲益壮
xianyo 先哟 险哟 咸哟 鲜哟
xianyong 仙涌 先用 限用
xianyongquan 先用权
xianyongtaoli 衔勇韬力
xianyongyi 闲咏以
xianyou 仙友 现由
xianyouchengxiao 鲜有成效
xianyoudianju 县邮电局
xianyouhou 先忧后
xianyouhouxi 先忧后喜
xianyouqibi 鲜有其比
xianyouqiye 现有企业
xianyourenkou 现有人口
xianyoushizhehoule 先忧事者后乐
xianyoushizhehouleshi 先忧事者后乐事
xianyousubing 西安油酥饼
xianyouweicengxie 仙游未曾歇
xianyouyide 咸有一德
xianyouzi 先有子
xianyouzizhi 鲜柚子汁
xianyu 先于 先予 献于 现予 贤愚
xianyuan 县院
xianyuancun 仙苑村
xianyuanfuzhu 溪岸圆腹蛛
xianyuanmu 先怨幕
xianyuanshipin 仙源食品
xianyuanxiang 先源乡
xianyuanxing 现原形
xianyuanyu 闲院宇
xianyuanzhongchang 县原种场
xianyubingzi 咸鱼饼子
xianyubuxiao 贤与不肖
xianyuciling 娴于辞令
xianyudanrou 咸鱼淡肉
xianyue 先约
xianyueban 弦乐版
xianyuechuang 弦月窗
xianyuefengpiaochuchuwen 仙乐风飘处处闻
xianyuekuyee 弦月枯叶蛾
xianyuelu 仙岳路
xianyueqizu 弦乐器组
xianyueshan 仙岳山
xianyueyanchufuwu 弦乐演出服务
xianyufanshen 咸鱼翻身
xianyufansheng 咸鱼翻生
xianyujiaguabao 咸鱼茄瓜煲
xianyujingji 县域经济
xianyujuejing 陷于绝境
xianyukoujie 鲜鱼口街
xianyun 仙云 先孕
xianyunbudong 纤云不动
xianyunduoying 仙云堕影
xianyunguihou 闲云归后
xianyunnongqiao 纤云弄巧
xianyunsan 纤云散
xianyunshicheng 险韵诗成
xianyunsijuantianwuhe 纤云四卷天无河
xianyuntanyingriyouyou 闲云潭影日悠悠
xianyupianpian 咸鱼片片
xianyuqianzaizhishuishi 贤愚千载知谁是
xianyuqiezibao 咸鱼茄子煲
xianyurou 鲜鱼肉
xianyushu 鲜于枢
xianyutangcun 鲜鱼塘村
xianyuxiang 鲜鱼巷
xianyuxianrensaoluohua 闲与仙人扫落花
xianyuyuetingji 鲜鱼曰脡祭
xianyuzhixingshenqingshu 先予执行申请书
xianzai 显在 限载 限在 陷在
xianzaihuiye 贤哉回也
xianzaishi 现在时
xianzaiya 现在押
xianzan 现暂
xianzao 先造 鲜枣
xianzaodushou 险遭毒手
xianzarendeng 闲杂人等
xianzarenyuan 闲杂人员
xianze 现责
xianzei 献贼
xianzha 先炸 鲜榨 先扎 现榨 现扎
xianzhacai 咸榨菜
xianzhai 先摘 闲斋
xianzhalierhourenyi 先诈力而后仁义
xianzhan 先占 先绽 闲展 西安站
xianzhang 先涨
xianzhangcheju 挦章撦句 挦章扯句
xianzhangjiaopiliue 显长角皮瘤蛾
xianzhangkaoshitiaoli 县长考试条例
xianzhangwenwu 宪章文武
xianzhangxishu 线胀系数
xianzhanhouwen 先斩后闻
xianzhanhouzou 先斩后奏
xianzhao 闲着 先照 先招 险招
xianzhaolinchan 先兆临产
xianzhaoliuchan 先兆流产
xianzhaozaochan 先兆早产
xianzhaozixian 先兆子痫
xianzhe 显着 贤者 先折 鲜着 险着 显者
xianzhebugouhe 贤哲不苟合
xianzheerhouleci 贤者而后乐此
xianzheliangzhichizaishou 闲折两枝持在手
xianzhemeishi 闲着没事
xianzhemubei 贤者墓碑
xianzhen 献珍 仙阵
xianzheng 痫症 先整 现正 县政 先征
xianzhengfu 现政府
xianzhenggaige 宪政改革
xianzhenggujin 宪政古今
xianzhengjie 县正街
xianzhengxie 县政协
xianzhengzhe 先证者
xianzhenhuannengqi 线阵换能器
xianzhensu 咸真酥
xianzheshiqidazhe 贤者识其大者
xianzhezaiwei 贤者在位
xianzhi 县直 限至 线织 先至 限值
xianzhichukoushangpin 限制出口商品
xianzhifei 闲置费
xianzhifengqiyuehanyun 先知风起月含晕
xianzhihoujue 先知后觉
xianzhihuashaojiaokan 先指花梢教看
xianzhiji 限制级
xianzhijiguan 县直机关
xianzhiliang 线质量
xianzhiluoyangcheng 先至洛阳城
xianzhiminshixingweinengli 限制民事行为能力
xianzhiqi 限制器
xianzhirenxilie 仙之人兮列
xianzhirenxilieruma 仙之人兮列如麻
xianzhiriyuezhang 闲知日月长
xianzhishijian 闲置时间
xianzhishisanxian 纤指十三弦
xianzhishuru 限制输入
xianzhitudichulibanfa 闲置土地处理办法
xianzhitudichuzhibanfa 闲置土地处置办法
xianzhituxiang 限制图像
xianzhixi 纤至悉
xianzhixia 仙之侠
xianzhixianjue 先知先觉
xianzhixing 限制性 限制型
xianzhixingshangyexingwei 限制性商业行为
xianzhixingxinjibing 限制性心肌病
xianzhixiushi 限制修饰
xianzhizhi 限制值
xianzhizhu 限制住
xianzhizishu 限制字数
xianzhizuihonggaodazhaxie 鲜之醉红膏大闸蟹
xianzhong 先种 闲中 嫌重 线中 鲜重 险中
xianzhongbuda 现钟不打
xianzhongbudaqudazhuzhong 现钟不打去打铸钟
xianzhongfuda 现钟弗打
xianzhonghao 闲中好
xianzhongmiao 蚬种苗
xianzhongqiu 险中求
xianzhongxin 献忠心 献衷心
xianzhongxue 西安中学
xianzhongyiyuan 县中医院
xianzhouer 线轴儿
xianzhu 咸猪 现珠
xianzhua 先抓
xianzhuan 现转
xianzhuang 仙庄 腺状 现装 先装
xianzhuangben 线装本
xianzhuangji 现状及
xianzhuangshu 线装书
xianzhuangxiang 仙庄乡
xianzhuanhouhong 先专后红
xianzhubiaozhi 显著标志
xianzhuchengji 显著成绩
xianzhudiwei 显著地位
xianzhuli 鲜竹沥
xianzhuniurou 鲜竹牛肉
xianzhuo 先捉 掀桌
xianzhurou 咸猪肉
xianzhutedian 显著特点
xianzhuwuhoutongbigong 先主武侯同閟宫
xianzhuxiaoguo 显著效果
xianzhuxing 显著性
xianzhuxingyingxiang 显著性影响
xianzhuzasui 鲜猪杂碎
xianzhuzhe 显著者
xianzi 粯子 陷子 衔子
xianzili 先自离
xianzixi 弦子戏
xianzong 宪宗 献宗
xianzonggonghui 县总工会
xianzonghebaoshuiqu 西安综合保税区
xianzou 先走 先奏
xianzouguang 险走光
xianzu 先组 先租 仙族 线组
xianzuhou 先租后
xianzui 先醉 闲醉
xianzuidanshe 咸嘴淡舌
xianzuiqizu 纤嘴奇足
xianzujiannan 险阻艰难
xianzun 现遵
xianzuo 霰作 先作
xianzuobeijunyizibei 闲坐悲君亦自悲
xianzuoshuoxuanzong 闲坐说玄宗
xianzuoyemingyue 闲坐夜明月
xianzurongzong 显祖荣宗
xianzuyangming 显祖扬名
xianzuyangzong 显祖扬宗
xiao 西岙 西澳 西奥
xiaoai 小爱 小艾
xiaoaifang 小矮房
xiaoaige 小矮个
xiaoaipingjiaonang 消癌平胶囊
xiaoaipingkeli 消癌平颗粒
xiaoaipingkoufuye 消癌平口服液
xiaoaipingpian 消癌平片
xiaoairen 小矮人
xiaoairenyingdiao 小矮人鹰鲷
xiaoamunixun 小阿姆拟鲟
xiaoan 硝铵 小安
xiaoanban 消安办
xiaoandaolvbaweng 小安岛绿霸鹟
xiaoanhutong 晓安胡同
xiaoanjiafei 硝铵钾肥
xiaoanlanying 小安澜营
xiaoanlanyinghutong 小安澜营胡同
xiaoanwei 消安委
xiaoanxiang 小安乡
